-1.0812e-01,0.0000e+00,-9.9414e-01
-1.0576e-01,2.2479e-02,-9.9414e-01
-1.1102e-16,0.0000e+00,-1.0000e+00
-9.8772e-02,4.3976e-02,-9.9414e-01
-8.7470e-02,6.3551e-02,-9.9414e-01
-7.2346e-02,8.0348e-02,-9.9414e-01
-5.4060e-02,9.3634e-02,-9.9414e-01
-3.3411e-02,1.0283e-01,-9.9414e-01
-1.1302e-02,1.0753e-01,-9.9414e-01
1.1302e-02,1.0753e-01,-9.9414e-01
3.3411e-02,1.0283e-01,-9.9414e-01
5.4060e-02,9.3634e-02,-9.9414e-01
7.2346e-02,8.0348e-02,-9.9414e-01
8.7470e-02,6.3551e-02,-9.9414e-01
9.8772e-02,4.3976e-02,-9.9414e-01
1.0576e-01,2.2479e-02,-9.9414e-01
1.0812e-01,1.3241e-17,-9.9414e-01
1.0576e-01,-2.2479e-02,-9.9414e-01
9.8772e-02,-4.3976e-02,-9.9414e-01
8.7470e-02,-6.3551e-02,-9.9414e-01
7.2346e-02,-8.0348e-02,-9.9414e-01
5.4060e-02,-9.3634e-02,-9.9414e-01
3.3411e-02,-1.0283e-01,-9.9414e-01
1.1302e-02,-1.0753e-01,-9.9414e-01
-1.1302e-02,-1.0753e-01,-9.9414e-01
-3.3411e-02,-1.0283e-01,-9.9414e-01
-5.4060e-02,-9.3634e-02,-9.9414e-01
-7.2346e-02,-8.0348e-02,-9.9414e-01
-8.7470e-02,-6.3551e-02,-9.9414e-01
-9.8772e-02,-4.3976e-02,-9.9414e-01
-1.0576e-01,-2.2479e-02,-9.9414e-01
-1.0812e-01,0.0000e+00,9.9414e-01
1.1102e-16,0.0000e+00,1.0000e+00
-1.0576e-01,2.2479e-02,9.9414e-01
-9.8772e-02,4.3976e-02,9.9414e-01
-8.7470e-02,6.3551e-02,9.9414e-01
-7.2346e-02,8.0348e-02,9.9414e-01
-5.4060e-02,9.3634e-02,9.9414e-01
-3.3411e-02,1.0283e-01,9.9414e-01
-1.1302e-02,1.0753e-01,9.9414e-01
1.1302e-02,1.0753e-01,9.9414e-01
3.3411e-02,1.0283e-01,9.9414e-01
5.4060e-02,9.3634e-02,9.9414e-01
7.2346e-02,8.0348e-02,9.9414e-01
8.7470e-02,6.3551e-02,9.9414e-01
9.8772e-02,4.3976e-02,9.9414e-01
1.0576e-01,2.2479e-02,9.9414e-01
1.0812e-01,1.3241e-17,9.9414e-01
1.0576e-01,-2.2479e-02,9.9414e-01
9.8772e-02,-4.3976e-02,9.9414e-01
8.7470e-02,-6.3551e-02,9.9414e-01
7.2346e-02,-8.0348e-02,9.9414e-01
5.4060e-02,-9.3634e-02,9.9414e-01
3.3411e-02,-1.0283e-01,9.9414e-01
1.1302e-02,-1.0753e-01,9.9414e-01
-1.1302e-02,-1.0753e-01,9.9414e-01
-3.3411e-02,-1.0283e-01,9.9414e-01
-5.4060e-02,-9.3634e-02,9.9414e-01
-7.2346e-02,-8.0348e-02,9.9414e-01
-8.7470e-02,-6.3551e-02,9.9414e-01
-9.8772e-02,-4.3976e-02,9.9414e-01
-1.0576e-01,-2.2479e-02,9.9414e-01
-2.1497e-01,0.0000e+00,-9.7662e-01
-2.1027e-01,4.4695e-02,-9.7662e-01
-3.1930e-01,0.0000e+00,-9.4765e-01
-3.1232e-01,6.6387e-02,-9.4765e-01
-4.1989e-01,0.0000e+00,-9.0758e-01
-4.1071e-01,8.7300e-02,-9.0758e-01
-5.1555e-01,0.0000e+00,-8.5686e-01
-5.0429e-01,1.0719e-01,-8.5686e-01
-6.0517e-01,0.0000e+00,-7.9609e-01
-5.9195e-01,1.2582e-01,-7.9609e-01
-6.8770e-01,0.0000e+00,-7.2600e-01
-6.7267e-01,1.4298e-01,-7.2600e-01
-7.6216e-01,0.0000e+00,-6.4739e-01
-7.4551e-01,1.5846e-01,-6.4739e-01
-8.2769e-01,0.0000e+00,-5.6119e-01
-8.0960e-01,1.7209e-01,-5.6119e-01
-8.8351e-01,0.0000e+00,-4.6841e-01
-8.6421e-01,1.8369e-01,-4.6841e-01
-9.2898e-01,0.0000e+00,-3.7014e-01
-9.0868e-01,1.9315e-01,-3.7014e-01
-9.6355e-01,0.0000e+00,-2.6753e-01
-9.4249e-01,2.0033e-01,-2.6753e-01
-9.6526e-01,2.0517e-01,-1.6178e-01
-9.8683e-01,0.0000e+00,-1.6178e-01
-9.9359e-01,-2.7756e-17,-9.9581e-02
-9.8203e-01,9.8530e-02,-1.1069e-01
-9.7120e-01,1.9077e-01,-1.2110e-01
-9.7093e-01,2.0638e-01,-1.0847e-01
-8.8351e-01,0.0000e+00,4.6841e-01
-8.6421e-01,1.8369e-01,4.6841e-01
-8.9670e-01,5.5511e-17,4.3991e-01
-8.9227e-01,1.0411e-01,4.2583e-01
-8.8866e-01,1.8889e-01,4.1437e-01
-8.2769e-01,0.0000e+00,5.6119e-01
-8.0960e-01,1.7209e-01,5.6119e-01
-7.6216e-01,0.0000e+00,6.4739e-01
-7.4551e-01,1.5846e-01,6.4739e-01
-6.8770e-01,0.0000e+00,7.2600e-01
-6.7267e-01,1.4298e-01,7.2600e-01
-6.0517e-01,0.0000e+00,7.9609e-01
-5.9195e-01,1.2582e-01,7.9609e-01
-5.1555e-01,0.0000e+00,8.5686e-01
-5.0429e-01,1.0719e-01,8.5686e-01
-4.1989e-01,0.0000e+00,9.0758e-01
-4.1071e-01,8.7300e-02,9.0758e-01
-3.1930e-01,0.0000e+00,9.4765e-01
-3.1232e-01,6.6387e-02,9.4765e-01
-2.1497e-01,0.0000e+00,9.7662e-01
-2.1027e-01,4.4695e-02,9.7662e-01
-1.9639e-01,8.7436e-02,-9.7662e-01
-2.9170e-01,1.2987e-01,-9.4765e-01
-3.8359e-01,1.7078e-01,-9.0758e-01
-4.7098e-01,2.0969e-01,-8.5686e-01
-5.5285e-01,2.4615e-01,-7.9609e-01
-6.2824e-01,2.7971e-01,-7.2600e-01
-6.9627e-01,3.1000e-01,-6.4739e-01
-7.5613e-01,3.3665e-01,-5.6119e-01
-8.0713e-01,3.5936e-01,-4.6841e-01
-8.4866e-01,3.7785e-01,-3.7014e-01
-8.8025e-01,3.9191e-01,-2.6753e-01
-9.0151e-01,4.0138e-01,-1.6178e-01
-9.1221e-01,4.0614e-01,-5.4139e-02
-9.6079e-01,2.5662e-01,-5.4139e-02
